student_id,age,gender,major,class_level,international_student,first_generation,admission_term,academic_standing,gpa_band,student_status,unresolved_hold_count,score,risk_gpa,risk_hold,risk_placement_score,risk_retake,risk_no_intervention,risk_delay,risk_status,at_risk_score,at_risk_flag,risk_category
1089,29,Male,Business Administration,Junior,No,No,Fall 2023,Good Standing,High,Graduate,0.0,66.0,0,0,0,0,0,0,0,0,0,Low Risk
1090,25,Male,Nursing,Freshman,Yes,No,Fall 2022,Good Standing,Medium,Dropout,1.0,81.0,0,1,0,0,1,1,1,4,1,High Risk
1091,20,Non-binary,Architecture,Freshman,No,No,Fall 2022,Good Standing,Medium,Enrolled,0.0,57.0,0,0,1,0,1,0,1,3,1,Medium Risk
1092,18,Female,Psychology,Junior,No,No,Spring 2024,Good Standing,Medium,Enrolled,0.0,86.0,0,0,0,0,0,0,1,1,0,Low Risk
1093,20,Male,Architecture,Freshman,Yes,Yes,Fall 2022,Good Standing,Low,Enrolled,0.0,93.0,1,0,0,0,1,0,1,3,1,Medium Risk
1094,22,Female,Architecture,Freshman,No,No,Fall 2023,Good Standing,High,Enrolled,0.0,56.0,0,0,1,0,0,0,1,2,1,Medium Risk
1095,32,Male,Computer Science,Junior,No,No,Spring 2023,Good Standing,Low,Dropout,0.0,70.0,1,0,0,0,1,0,1,3,1,Medium Risk
1096,31,Male,Architecture,Freshman,No,Yes,Fall 2023,Good Standing,Low,Dropout,1.0,48.0,1,1,1,1,0,1,1,6,1,High Risk
1097,20,Male,Biology,Senior,Yes,No,Spring 2024,Good Standing,Medium,Dropout,0.0,55.0,0,0,1,0,0,0,1,2,1,Medium Risk
1098,18,Male,Education,Sophomore,No,No,Spring 2024,Good Standing,High,Graduate,0.0,97.0,0,0,0,0,0,0,0,0,0,Low Risk
1099,22,Female,Nursing,Junior,Yes,Yes,Spring 2023,Probation,Medium,Dropout,0.0,44.0,0,0,1,1,0,0,1,3,1,Medium Risk
1100,31,Female,Psychology,Sophomore,Yes,Yes,Fall 2023,Good Standing,Medium,Graduate,0.0,40.0,0,0,1,0,1,0,0,2,1,Medium Risk
1101,24,Male,Computer Science,Freshman,No,Yes,Spring 2024,Good Standing,Medium,Graduate,0.0,48.0,0,0,1,0,0,0,0,1,0,Low Risk
1102,26,Male,Architecture,Freshman,No,Yes,Fall 2023,Probation,High,Graduate,0.0,44.0,0,0,1,1,1,0,0,3,1,Medium Risk
1103,32,Female,Education,Senior,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,91.0,0,0,0,0,1,0,0,1,0,Low Risk
1104,32,Non-binary,Nursing,Junior,Yes,No,Spring 2023,Probation,Medium,Graduate,1.0,68.0,0,1,0,1,0,1,0,3,1,Medium Risk
1105,27,Non-binary,Business Administration,Freshman,No,No,Spring 2024,Good Standing,High,Graduate,0.0,77.0,0,0,0,1,1,0,0,2,1,Medium Risk
1106,30,Female,Business Administration,Junior,Yes,Yes,Fall 2023,Good Standing,Medium,Graduate,0.0,49.0,0,0,1,0,1,0,0,2,1,Medium Risk
1107,24,Male,Business Administration,Junior,No,No,Fall 2023,Good Standing,High,Graduate,0.0,59.0,0,0,1,0,1,0,0,2,1,Medium Risk
1108,34,Male,Biology,Junior,No,No,Spring 2024,Warning,Medium,Enrolled,0.0,63.0,0,0,0,1,0,0,1,2,1,Medium Risk
1109,21,Non-binary,Psychology,Junior,No,No,Fall 2022,Probation,Low,Enrolled,0.0,45.0,1,0,1,1,1,0,1,5,1,High Risk
1110,22,Non-binary,Business Administration,Junior,Yes,Yes,Spring 2023,Good Standing,High,Graduate,0.0,52.0,0,0,1,0,1,0,0,2,1,Medium Risk
1111,24,Female,Biology,Sophomore,No,Yes,Spring 2023,Good Standing,Medium,Dropout,0.0,81.0,0,0,0,0,1,0,1,2,1,Medium Risk
1112,30,Non-binary,Mechanical Engineering,Senior,No,Yes,Spring 2024,Good Standing,High,Graduate,0.0,77.0,0,0,0,0,1,0,0,1,0,Low Risk
1113,32,Female,Biology,Junior,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,64.0,0,0,0,0,1,0,0,1,0,Low Risk
1114,28,Non-binary,Computer Science,Sophomore,Yes,No,Fall 2022,Probation,Low,Dropout,0.0,99.0,1,0,0,0,0,0,1,2,1,Medium Risk
1115,21,Non-binary,Biology,Freshman,No,No,Spring 2023,Good Standing,Medium,Graduate,0.0,57.0,0,0,1,1,1,0,0,3,1,Medium Risk
1116,30,Non-binary,Psychology,Junior,No,No,Fall 2022,Good Standing,Low,Enrolled,0.0,76.0,1,0,0,0,0,0,1,2,1,Medium Risk
1117,24,Male,Education,Freshman,No,Yes,Spring 2023,Warning,Medium,Enrolled,0.0,74.0,0,0,0,0,0,0,1,1,0,Low Risk
1118,19,Male,Architecture,Junior,No,No,Spring 2024,Probation,Medium,Graduate,0.0,91.0,0,0,0,0,1,1,0,2,1,Medium Risk
1119,27,Male,Biology,Sophomore,No,No,Spring 2023,Good Standing,Low,Enrolled,0.0,63.0,1,0,0,0,0,0,1,2,1,Medium Risk
1120,30,Non-binary,Business Administration,Sophomore,No,Yes,Spring 2023,Good Standing,High,Enrolled,0.0,78.0,0,0,0,0,0,0,1,1,0,Low Risk
1121,23,Female,Computer Science,Sophomore,No,Yes,Spring 2023,Warning,High,Graduate,0.0,91.0,0,0,0,0,1,1,0,2,1,Medium Risk
1122,29,Female,Nursing,Senior,Yes,No,Fall 2022,Good Standing,Medium,Dropout,0.0,72.0,0,0,0,0,1,1,1,3,1,Medium Risk
1123,29,Female,Business Administration,Freshman,No,Yes,Fall 2022,Good Standing,Medium,Enrolled,0.0,54.0,0,0,1,0,0,0,1,2,1,Medium Risk
1124,28,Female,Computer Science,Senior,No,Yes,Spring 2023,Good Standing,Medium,Dropout,0.0,87.0,0,0,0,0,1,0,1,2,1,Medium Risk
1125,24,Male,Mechanical Engineering,Junior,No,No,Fall 2023,Probation,High,Graduate,0.0,60.0,0,0,0,0,1,0,0,1,0,Low Risk
1126,18,Male,Architecture,Freshman,No,No,Fall 2022,Good Standing,Low,Dropout,0.0,93.0,1,0,0,0,1,0,1,3,1,Medium Risk
1127,18,Non-binary,Nursing,Sophomore,No,Yes,Spring 2024,Good Standing,Medium,Enrolled,0.0,84.0,0,0,0,0,1,0,1,2,1,Medium Risk
1128,30,Non-binary,Mechanical Engineering,Freshman,No,No,Spring 2024,Good Standing,Low,Dropout,0.0,45.0,1,0,1,1,1,1,1,6,1,High Risk
1129,26,Female,Education,Sophomore,No,No,Spring 2023,Probation,Medium,Dropout,0.0,69.0,0,0,0,0,1,0,1,2,1,Medium Risk
1130,20,Male,Computer Science,Senior,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,83.0,0,0,0,0,1,1,0,2,1,Medium Risk
1131,24,Female,Mechanical Engineering,Senior,No,Yes,Fall 2022,Good Standing,Low,Enrolled,1.0,58.0,1,1,1,0,1,1,1,6,1,High Risk
1132,23,Non-binary,Architecture,Sophomore,No,No,Fall 2023,Good Standing,Medium,Graduate,0.0,72.0,0,0,0,0,1,0,0,1,0,Low Risk
1133,25,Non-binary,Architecture,Sophomore,No,No,Fall 2023,Probation,Low,Enrolled,0.0,49.0,1,0,1,1,1,1,1,6,1,High Risk
1134,26,Female,Education,Junior,No,No,Fall 2023,Good Standing,High,Graduate,0.0,72.0,0,0,0,0,1,0,0,1,0,Low Risk
1135,22,Non-binary,Architecture,Senior,Yes,Yes,Spring 2024,Good Standing,Medium,Enrolled,0.0,86.0,0,0,0,0,1,0,1,2,1,Medium Risk
1136,18,Female,Computer Science,Senior,Yes,Yes,Spring 2023,Warning,Low,Dropout,0.0,68.0,1,0,0,0,1,0,1,3,1,Medium Risk
1137,27,Male,Computer Science,Junior,No,No,Spring 2024,Good Standing,Low,Dropout,0.0,95.0,1,0,0,0,1,0,1,3,1,Medium Risk
1138,29,Female,Architecture,Senior,No,Yes,Spring 2023,Good Standing,High,Enrolled,0.0,87.0,0,0,0,0,0,0,1,1,0,Low Risk
1139,32,Male,Mechanical Engineering,Sophomore,No,No,Fall 2023,Probation,High,Graduate,0.0,90.0,0,0,0,0,1,0,0,1,0,Low Risk
1140,26,Male,Computer Science,Freshman,No,Yes,Fall 2022,Good Standing,Medium,Enrolled,0.0,96.0,0,0,0,1,1,1,1,4,1,High Risk
1141,34,Non-binary,Business Administration,Freshman,Yes,Yes,Spring 2024,Good Standing,Low,Dropout,0.0,81.0,1,0,0,0,1,0,1,3,1,Medium Risk
1142,34,Non-binary,Architecture,Senior,No,No,Fall 2022,Good Standing,Medium,Graduate,0.0,94.0,0,0,0,0,1,0,0,1,0,Low Risk
1143,29,Non-binary,Computer Science,Junior,Yes,Yes,Fall 2023,Good Standing,Medium,Graduate,0.0,95.0,0,0,0,0,1,0,0,1,0,Low Risk
1144,24,Female,Psychology,Sophomore,Yes,No,Spring 2023,Good Standing,Medium,Enrolled,0.0,77.0,0,0,0,0,0,0,1,1,0,Low Risk
1145,19,Female,Education,Freshman,No,Yes,Fall 2022,Good Standing,High,Enrolled,0.0,63.0,0,0,0,0,1,0,1,2,1,Medium Risk
1146,20,Non-binary,Architecture,Sophomore,No,No,Spring 2024,Probation,Low,Dropout,0.0,52.0,1,0,1,1,1,0,1,5,1,High Risk
1147,34,Female,Computer Science,Senior,No,No,Fall 2022,Good Standing,Medium,Graduate,1.0,50.0,0,1,1,1,1,1,0,5,1,High Risk
1148,22,Non-binary,Psychology,Senior,Yes,Yes,Fall 2022,Good Standing,Medium,Dropout,0.0,87.0,0,0,0,0,0,1,1,2,1,Medium Risk
1149,34,Female,Computer Science,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,69.0,0,0,0,0,1,1,0,2,1,Medium Risk
1150,34,Male,Computer Science,Senior,No,Yes,Spring 2023,Good Standing,Medium,Dropout,0.0,61.0,0,0,0,0,1,0,1,2,1,Medium Risk
1151,34,Male,Mechanical Engineering,Junior,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,53.0,0,0,1,1,1,0,0,3,1,Medium Risk
1152,19,Non-binary,Business Administration,Senior,No,No,Fall 2023,Good Standing,Low,Dropout,1.0,98.0,1,1,0,0,1,1,1,5,1,High Risk
1153,19,Female,Architecture,Senior,No,Yes,Spring 2023,Good Standing,Medium,Graduate,0.0,86.0,0,0,0,0,1,0,0,1,0,Low Risk
1154,22,Female,Education,Senior,No,No,Fall 2022,Good Standing,Medium,Graduate,0.0,63.0,0,0,0,1,1,0,0,2,1,Medium Risk
1155,18,Male,Architecture,Sophomore,No,No,Spring 2024,Good Standing,High,Graduate,0.0,82.0,0,0,0,1,1,0,0,2,1,Medium Risk
1156,18,Male,Business Administration,Sophomore,No,No,Fall 2023,Good Standing,Low,Enrolled,1.0,73.0,1,1,0,0,1,1,1,5,1,High Risk
1157,19,Non-binary,Nursing,Freshman,No,Yes,Spring 2024,Good Standing,High,Enrolled,0.0,40.0,0,0,1,1,1,0,1,4,1,High Risk
1158,29,Male,Mechanical Engineering,Freshman,No,No,Spring 2023,Good Standing,High,Graduate,0.0,57.0,0,0,1,0,0,0,0,1,0,Low Risk
1159,23,Non-binary,Mechanical Engineering,Freshman,No,Yes,Fall 2023,Probation,High,Graduate,0.0,62.0,0,0,0,0,1,0,0,1,0,Low Risk
1160,21,Male,Business Administration,Senior,Yes,No,Fall 2022,Good Standing,Medium,Graduate,0.0,61.0,0,0,0,0,1,1,0,2,1,Medium Risk
1161,28,Male,Biology,Sophomore,No,Yes,Spring 2023,Good Standing,Low,Enrolled,0.0,89.0,1,0,0,0,1,1,1,4,1,High Risk
1162,34,Female,Mechanical Engineering,Junior,No,No,Fall 2023,Good Standing,Medium,Graduate,0.0,74.0,0,0,0,0,1,0,0,1,0,Low Risk
1163,23,Male,Architecture,Senior,No,Yes,Spring 2023,Good Standing,High,Enrolled,1.0,91.0,0,1,0,0,1,1,1,4,1,High Risk
1164,22,Male,Business Administration,Senior,No,No,Fall 2022,Good Standing,High,Graduate,0.0,92.0,0,0,0,0,1,1,0,2,1,Medium Risk
1165,19,Non-binary,Mechanical Engineering,Senior,No,No,Fall 2023,Good Standing,Medium,Enrolled,0.0,61.0,0,0,0,0,1,0,1,2,1,Medium Risk
1166,23,Male,Computer Science,Junior,No,No,Spring 2024,Good Standing,High,Enrolled,0.0,49.0,0,0,1,0,0,0,1,2,1,Medium Risk
1167,28,Non-binary,Business Administration,Freshman,No,No,Spring 2024,Good Standing,Medium,Graduate,0.0,71.0,0,0,0,0,1,0,0,1,0,Low Risk
1168,33,Male,Business Administration,Junior,No,No,Fall 2022,Good Standing,Medium,Dropout,0.0,80.0,0,0,0,0,1,1,1,3,1,Medium Risk
1169,33,Male,Architecture,Freshman,No,No,Fall 2023,Good Standing,Low,Enrolled,0.0,82.0,1,0,0,1,1,0,1,4,1,High Risk
1170,18,Non-binary,Psychology,Junior,No,No,Fall 2022,Probation,Medium,Enrolled,0.0,65.0,0,0,0,0,0,0,1,1,0,Low Risk
1171,26,Female,Mechanical Engineering,Sophomore,No,No,Fall 2022,Good Standing,High,Dropout,0.0,58.0,0,0,1,1,0,0,1,3,1,Medium Risk
1172,23,Non-binary,Mechanical Engineering,Senior,No,No,Spring 2023,Good Standing,Low,Dropout,0.0,71.0,1,0,0,0,0,0,1,2,1,Medium Risk
1173,33,Non-binary,Business Administration,Senior,No,No,Spring 2024,Good Standing,Medium,Graduate,1.0,67.0,0,1,0,0,1,1,0,3,1,Medium Risk
1174,20,Non-binary,Computer Science,Senior,Yes,Yes,Fall 2022,Probation,Low,Dropout,0.0,79.0,1,0,0,1,1,0,1,4,1,High Risk
1175,21,Female,Computer Science,Freshman,No,No,Spring 2023,Good Standing,High,Enrolled,0.0,61.0,0,0,0,0,1,0,1,2,1,Medium Risk
